Date,WORLD,G7 INDEX,MSCI Emerging Markets Top 100 Select Index,NORTH AMERICA,PACIFIC,PACIFIC ex JAPAN,EAFE,EMU,EU,EURO,EUROPE,FAR EAST,EM ASIA,ASEAN,BRIC,EFM (EMERGING + FRONTIER MARKETS),EM 50,EM ASEAN,EM LATIN AMERICA,EM FAR EAST,EM EUROPE & MIDDLE EAST,EM EUROPE,EM EMEA,EM EASTERN EUROPE,FM (FRONTIER MARKETS),FM AFRICA,FM ASIA INDEX,FM CENTRAL & EASTERN EUROPE + CIS,FM EMEA,FM LATIN AMERICA & CARIBBEAN INDEX,GOLDEN DRAGON,FRONTIER EMERGING MARKETS,B_CASH,R_GOLD,R_COM,B_US_ST,R_SILV,B_US_LT
1999-12-31,3731.56,2544.96,89.79,4577.40,4371.46,2132.67,4128.81,603.60,571.83,212.84,4804.90,5978.83,310.99,,133.45,,,35.94,1639.24,292.09,341.19,365.42,148.64,88.07,,,,,,,126.21,,701.792926,825.6407574,2645.017246,1051.532925,297.5991066,1386.317023
2000-01-31,3518.29,2406.97,88.91,4343.13,4161.03,1981.95,3867.19,566.97,533.17,199.64,4463.62,5687.13,330.91,,135.08,,,33.48,1569.15,306.79,333.43,354.47,145.03,88.29,,,,,,,126.87,,704.6702068,805.8708721,2836.251993,1049.190004,293.6906756,1403.706983
2000-02-29,3528.22,2395.72,87.96,4255.67,4070.27,1976.18,3972.03,618.74,564.80,219.01,4697.37,5564.08,316.39,,147.49,,,27.54,1689.59,273.24,357.08,361.32,150.38,94.01,,,,,,,128.84,,707.7003592,835.3123167,3013.517743,1057.149159,284.4779453,1445.213055
2000-03-31,3772.52,2580.67,91.02,4678.55,4353.17,1993.71,4126.76,617.20,575.46,218.21,4811.83,5985.93,324.62,,147.98,,,28.82,1703.60,293.46,351.80,365.24,146.50,106.37,,,,,,,132.88,,711.0265509,787.2389235,2978.560937,1064.550155,275.5443886,1490.52482
2000-04-28,3613.44,2467.70,80.58,4526.46,4051.05,1911.97,3910.34,587.14,549.11,207.76,4600.42,5549.90,286.26,,129.47,,,26.45,1519.77,262.01,340.34,352.47,139.16,96.28,,,,,,,119.65,,714.297273,782.4030722,2951.456032,1066.575036,275.6839754,1480.656204
2000-05-31,3522.40,2403.33,79.68,4408.57,3816.05,1734.72,3815.61,586.17,542.13,207.20,4563.84,5218.96,271.54,,119.72,,,21.15,1445.65,254.40,333.67,339.01,136.10,89.25,,,,,,,112.20,,717.868688,774.4382089,3282.019108,1069.81945,273.5901731,1473.897008
2000-06-30,3641.50,2481.03,83.39,4535.22,4111.20,1938.37,3965.72,603.10,552.43,213.17,4662.92,5592.21,280.70,,131.69,,,20.00,1577.74,260.11,320.61,313.79,134.84,85.35,,,,,,,115.38,,720.7401627,819.6671815,3516.02707,1083.74636,280.1507538,1507.758318
2000-07-31,3539.43,2411.48,77.94,4465.15,3720.42,1929.56,3800.23,585.30,542.71,206.60,4589.46,5040.81,257.00,,127.61,,,18.27,1545.00,239.06,317.72,308.65,133.12,88.93,,,,,,,117.55,,724.1997155,787.2389347,3245.996191,1090.387666,276.3819095,1530.167979
2000-08-31,3655.01,2505.63,77.75,4705.84,3923.54,1953.49,3834.00,571.24,535.99,201.56,4536.47,5339.91,251.76,,131.44,,,18.67,1582.28,231.66,317.45,291.67,137.41,93.73,,,,,,,114.60,,727.8207141,787.9500477,3746.204204,1100.378888,274.1485204,1561.960279
2000-09-29,3461.10,2373.15,71.14,4438.74,3717.26,1825.41,3648.07,542.93,511.99,191.28,4325.08,5055.55,218.59,,117.90,,,16.24,1489.01,199.99,308.76,276.98,132.27,80.80,,,,,,,101.32,,731.5325997,778.4206586,3694.881207,1109.044372,272.892239,1548.640038
2000-10-31,3403.54,2338.47,65.76,4389.64,3504.42,1725.91,3562.64,536.29,506.57,189.51,4293.26,4769.33,197.36,,109.52,,,16.44,1436.78,180.03,290.03,267.23,123.35,75.76,,,,,,,92.80,,735.6292554,752.3927627,3703.379434,1115.698527,264.6566164,1572.919617
2000-11-30,3197.34,2180.04,60.46,4040.94,3383.16,1718.51,3429.80,517.24,482.41,182.33,4128.02,4577.92,188.72,,99.69,,,16.44,1305.02,168.58,237.04,212.54,105.08,61.73,,,,,,,86.57,,739.3808911,765.4777757,4044.831017,1128.831415,258.5147962,1619.986091
2000-12-29,3249.51,2198.28,61.47,4039.21,3250.44,1808.68,3552.51,552.95,514.88,195.08,4413.64,4364.55,181.04,,105.12,,,15.51,1367.61,160.29,265.11,238.83,117.79,70.75,,,,,,,88.36,,743.0777955,780.6963925,3961.507498,1144.421818,255.4438861,1659.735689
2001-01-31,3312.63,2246.56,70.96,4189.14,3240.80,1864.91,3550.84,556.07,516.21,195.96,4415.92,4330.17,216.41,,118.55,,,17.46,1566.60,195.43,273.93,250.72,122.75,77.20,,,,,,,100.05,,747.0904899,752.3927913,3751.15145,1158.796786,267.4483529,1664.44104
2001-02-28,3033.04,2056.29,66.50,3801.56,3102.96,1802.19,3284.90,501.34,469.66,174.83,4028.50,4147.35,203.42,,109.04,,,16.99,1427.07,182.84,231.82,210.89,110.46,68.51,,,,,,,94.77,,749.9293591,758.6508183,3698.63533,1168.033555,247.3478504,1694.410965
2001-03-30,2834.40,1932.36,61.34,3554.86,2957.09,1598.32,3067.40,463.50,435.82,162.00,3729.29,3977.13,181.68,,94.32,,,15.06,1338.13,165.61,207.14,195.36,97.50,64.95,,,,,,,86.88,,753.0790624,733.0495395,3553.648825,1177.083479,241.7643774,1684.180281
2001-04-30,3044.61,2076.32,64.25,3830.90,3151.89,1690.19,3282.54,501.39,469.26,176.40,3997.65,4217.63,181.78,,98.75,,,13.86,1424.16,166.32,234.08,220.65,109.72,69.00,,,,,,,85.91,,756.0160707,748.5525843,3744.479767,1177.772073,243.718593,1641.002952
2001-05-31,3006.80,2057.79,64.47,3855.90,3140.20,1674.94,3169.29,469.74,444.88,164.64,3807.21,4199.32,183.32,,100.19,,,13.93,1466.85,166.90,226.40,214.38,109.75,75.96,,,,,,,83.75,,758.4353222,760.9265328,3637.762094,1182.968404,247.0686767,1644.368649
2001-06-29,2913.02,1996.77,63.52,3765.34,2990.47,1675.94,3040.86,451.88,428.47,158.58,3665.05,3961.18,179.80,,99.01,,,14.37,1451.86,164.66,218.96,203.86,105.92,72.50,,,,,,,81.28,,760.5588652,769.7448343,3374.751894,1186.866166,242.0435511,1656.868975
2001-07-31,2874.66,1968.59,59.16,3730.92,2796.37,1628.95,2985.78,454.04,430.06,159.02,3674.58,3696.15,169.99,,90.90,,,15.50,1370.17,155.16,205.40,182.90,96.56,66.36,,,,,,,76.18,,762.8406179,756.3752902,3382.851299,1203.519085,235.3433836,1716.723366
2001-08-31,2737.23,1866.73,58.27,3484.95,2730.66,1599.75,2910.76,437.13,417.90,152.19,3579.84,3595.10,170.02,,83.21,,,16.49,1322.56,155.53,196.31,182.37,96.48,66.99,,,,,,,71.53,,765.2054238,776.571872,3415.326671,1212.980069,234.5058626,1751.466414
2001-09-28,2496.40,1707.72,49.23,3216.24,2445.75,1364.72,2616.60,382.01,373.59,133.34,3222.64,3229.78,144.47,,72.59,,,14.43,1111.87,131.86,163.08,152.70,81.13,59.39,,,,,,,60.17,,767.347999,833.7479856,3041.006868,1233.384699,256.0022334,1766.895257
2001-10-31,2544.47,1735.85,52.55,3261.68,2471.62,1446.56,2683.50,398.93,386.95,139.08,3324.85,3232.89,154.22,,76.95,,,13.80,1155.95,140.53,185.02,177.78,87.27,68.45,,,,,,,63.60,,769.0360878,792.9281844,2887.740122,1247.270144,238.6934673,1857.383087
2001-11-30,2695.39,1838.51,58.16,3514.93,2542.96,1584.13,2782.60,418.77,403.34,145.87,3458.37,3304.24,176.23,,84.91,,,14.78,1225.45,161.74,206.18,198.61,93.58,74.30,,,,,,,71.73,,770.3435261,783.6832762,2732.668477,1236.959086,231.1557789,1763.269671
2001-12-31,2712.66,1844.53,63.58,3538.52,2430.69,1638.16,2799.19,430.57,413.89,150.17,3546.98,3130.19,192.24,,90.39,,,15.72,1362.33,178.49,222.52,217.83,95.72,79.19,,,,,,,78.92,,771.4990414,786.5278113,2696.323987,1233.656405,252.372976,1731.224008
2002-01-31,2630.77,1793.53,65.24,3489.53,2295.69,1659.89,2650.67,406.58,392.43,141.15,3361.99,2925.26,201.26,,87.61,,,17.25,1361.02,187.34,231.53,237.36,99.51,86.79,,,,,,,78.52,,772.5792172,803.026412,2612.198678,1239.080793,238.6934673,1752.010642
2002-02-28,2608.41,1775.64,67.50,3422.60,2357.51,1637.34,2669.39,404.43,390.97,140.29,3361.44,3015.06,207.16,,92.63,,,17.38,1407.73,192.00,207.74,214.56,96.33,81.18,,,,,,,75.72,,773.5835702,844.4151963,2726.35176,1247.392423,247.627024,1773.765358
2002-03-29,2724.27,1852.47,71.99,3550.08,2486.92,1710.86,2815.12,428.30,411.71,148.32,3544.68,3190.48,221.97,,95.91,,,18.47,1472.96,207.54,222.68,237.33,100.79,89.94,,,,,,,81.15,,774.5891514,857.3581391,3093.863978,1237.13524,261.027359,1705.362048
2002-04-30,2632.75,1782.37,72.82,3327.40,2598.38,1719.53,2835.51,421.82,407.13,145.60,3520.56,3363.94,222.53,,96.91,,,19.35,1452.88,209.15,221.36,252.70,104.65,97.72,,,,,,,82.99,,775.7510352,876.7012533,3128.205868,1256.178339,256.8397543,1769.055615
2002-05-31,2638.86,1782.60,71.74,3306.51,2735.04,1757.52,2873.97,421.40,404.24,145.28,3514.06,3534.30,218.61,,93.52,100.00,,19.00,1341.74,206.59,221.58,248.73,109.82,99.26,100.00,100.00,,100.00,100.00,,80.34,,776.8370866,929.0416331,2992.128913,1263.529494,281.6862088,1775.958293
2002-06-28,2479.29,1669.17,66.17,3057.03,2592.82,1666.33,2760.64,409.51,390.63,141.03,3393.52,3347.08,208.92,,84.98,92.62,,18.30,1160.95,196.27,200.75,219.96,99.23,89.31,102.30,107.49,,104.98,102.30,,75.13,,777.8470525,906.0004716,3094.459721,1275.244813,271.9151312,1807.162058
2002-07-31,2270.61,1537.74,59.79,2832.44,2418.17,1565.41,2488.32,351.57,347.62,120.68,3016.28,3126.24,200.63,,73.16,85.16,,17.87,981.50,188.90,192.55,204.61,89.02,81.82,100.76,104.36,,94.99,100.76,,71.43,,779.0138231,866.6029505,3193.482433,1294.924519,260.1898381,1860.086606
2002-08-30,2275.34,1538.53,60.96,2846.76,2401.32,1572.77,2483.26,354.76,347.76,121.95,3016.47,3086.12,198.45,,78.52,86.82,,17.53,1071.21,185.72,196.97,211.38,91.56,85.70,104.18,109.36,,100.14,104.18,,68.32,,780.1044424,889.7863126,3428.661337,1306.106192,254.8855388,1939.692547
2002-09-30,2025.61,1369.61,53.58,2529.03,2283.76,1471.38,2217.19,294.83,299.10,100.83,2619.71,2937.14,174.47,,68.50,77.74,,15.98,876.94,162.13,187.85,204.37,89.49,83.58,100.63,105.60,,97.46,100.63,,61.36,,781.1965107,920.7922514,3647.071521,1321.856527,253.0709101,2017.580901
2002-10-31,2175.48,1468.20,57.57,2752.80,2192.94,1553.00,2336.53,332.94,330.71,114.67,2873.06,2768.76,182.86,,74.66,82.56,,16.19,998.35,170.54,201.48,223.40,94.55,90.53,101.48,102.71,,98.40,101.48,,64.80,,782.2901858,901.4489844,3544.118704,1322.086397,249.8604132,1960.338096
2002-11-29,2293.25,1547.39,61.50,2918.35,2273.05,1591.89,2442.87,354.82,347.90,122.11,3014.19,2875.42,195.27,,77.29,88.09,,16.05,1034.01,181.65,220.06,240.88,103.34,92.84,107.22,108.27,,106.37,107.22,,67.63,100.00,783.2290122,907.564865,3550.357062,1313.389845,247.3478504,1941.223035
2002-12-31,2182.57,1471.80,58.72,2747.84,2211.76,1543.42,2360.91,338.03,334.83,115.94,2905.19,2791.51,183.11,,78.98,85.23,,16.46,1056.43,168.23,205.00,227.65,102.84,92.22,111.31,114.79,,109.35,111.31,,63.37,98.56,784.0905641,987.6398576,3845.738603,1332.604739,260.4690117,2019.902552
2003-01-31,2116.62,1426.47,58.04,2687.12,2150.31,1557.21,2262.53,327.03,318.48,111.86,2768.04,2686.88,186.17,,77.77,84.74,,16.87,1018.42,172.11,200.64,221.53,100.05,88.31,113.84,132.09,,108.61,113.84,,66.88,100.76,784.8745763,1045.384987,4148.472839,1331.63327,272.054718,2008.271953
2003-02-28,2080.38,1406.57,55.62,2651.82,2152.55,1538.16,2210.81,313.47,309.11,107.22,2677.78,2697.81,176.34,,78.13,82.36,,16.50,996.96,161.93,209.22,234.52,102.52,93.07,111.06,135.54,,105.03,111.06,,63.13,100.14,785.5809634,988.3510822,4447.883473,1336.855802,256.5605807,2070.464721
2003-03-31,2074.67,1402.24,53.99,2674.00,2089.18,1556.57,2169.03,303.97,304.21,103.75,2639.30,2580.04,167.49,,77.91,80.00,,16.41,1058.41,154.04,202.51,217.55,98.37,89.21,114.48,131.02,,105.10,114.48,,60.86,98.84,786.3666229,952.5092221,4002.095686,1339.241154,249.0228922,2042.200186
2003-04-30,2259.96,1520.87,58.61,2895.18,2108.46,1641.53,2384.11,353.85,346.40,121.19,2999.52,2562.62,175.02,,85.73,87.06,,16.95,1242.69,162.35,238.97,260.11,110.01,104.90,125.86,139.63,,113.72,125.86,,60.21,110.52,787.1529896,957.9139499,3965.500523,1341.387958,257.118928,2063.633281
2003-05-30,2390.22,1608.39,61.83,3054.39,2212.51,1725.71,2530.78,379.17,369.34,129.68,3197.64,2697.44,190.06,,93.17,92.86,,18.47,1281.73,176.40,266.38,290.34,118.23,117.56,130.00,147.74,,119.86,130.00,,66.26,118.85,787.8614272,1028.032964,4371.366726,1346.273293,254.6063652,2194.042316
2003-06-30,2432.48,1638.32,65.08,3094.11,2353.26,1790.78,2593.41,384.83,373.66,131.61,3230.51,2883.35,204.93,,98.74,98.00,,19.61,1313.24,189.22,276.94,295.49,122.98,120.29,128.50,151.68,,116.83,128.50,,69.30,122.75,788.6492887,984.226423,4229.145184,1348.50676,251.5354551,2154.468375
2003-07-31,2482.33,1670.16,70.80,3149.56,2433.68,1821.61,2656.58,394.62,380.38,134.58,3296.79,3008.24,223.96,,102.59,103.79,,20.09,1377.24,207.18,268.23,288.19,124.87,117.30,133.71,148.09,,119.64,133.71,,75.75,124.67,789.2013432,1009.116525,4052.234966,1341.683855,283.6404243,1939.472037
2003-08-29,2536.55,1707.60,75.20,3213.10,2651.64,1906.64,2721.19,394.78,380.00,134.33,3291.04,3321.53,239.59,,113.28,110.72,,20.92,1434.10,220.50,293.67,325.60,134.78,132.51,135.71,154.69,,119.57,135.71,,83.24,130.89,789.7537841,1068.426138,4289.227091,1341.064132,285.0362926,1964.799602
2003-09-30,2552.64,1714.42,74.01,3180.04,2798.78,1989.68,2805.62,395.85,386.77,134.01,3358.05,3515.68,237.36,,117.30,111.43,,21.85,1481.10,217.13,305.00,343.72,138.05,137.85,145.41,172.41,,129.10,145.41,,85.54,143.49,790.3855871,1103.699051,4435.310445,1353.879743,285.5946399,2081.533848
2003-10-31,2704.63,1816.72,80.76,3363.04,2944.88,2130.63,2980.67,425.33,414.61,143.92,3582.93,3677.52,261.61,,126.97,120.22,,23.88,1594.86,239.37,308.10,342.64,145.90,133.98,148.66,191.48,,131.53,148.66,,91.78,151.11,790.9388571,1098.721038,4646.197925,1348.358757,286.7113345,2018.47045
2003-11-28,2746.46,1840.11,81.18,3398.66,2876.61,2127.82,3047.36,447.48,431.74,151.28,3735.51,3573.40,257.72,,131.92,121.80,,23.36,1653.20,234.79,315.04,345.93,153.48,137.28,153.27,198.68,,138.38,153.27,,89.74,153.25,791.4924352,1133.140562,4656.239288,1347.556483,298.7158012,2025.362315
2003-12-31,2919.44,1951.45,85.43,3575.70,3073.96,2269.22,3285.58,487.18,467.37,165.33,4042.33,3806.15,276.44,,151.41,129.89,,26.04,1834.55,249.61,341.12,387.20,160.72,148.83,159.79,211.24,,148.93,160.11,,94.22,176.20,792.1257083,1184.058573,4992.51708,1362.173832,333.0541597,2052.626933
2004-01-30,2966.93,1979.76,89.74,3639.27,3135.81,2327.64,3332.28,495.70,472.11,167.83,4089.99,3899.63,291.02,,150.00,135.02,,26.30,1849.09,265.00,356.80,400.27,163.89,156.03,164.43,241.66,,154.18,164.57,,100.67,176.19,792.6801962,1137.122846,5127.646045,1363.824923,347.5711893,2090.821188
2004-02-27,3017.68,2009.34,93.80,3685.07,3161.92,2419.13,3409.77,505.19,487.02,170.68,4210.34,3900.16,301.86,,156.63,141.49,,27.39,1937.32,276.30,381.69,433.49,174.28,168.61,166.20,265.91,,153.09,166.46,,104.86,179.62,793.1557251,1126.028962,5576.862707,1370.423927,367.3925181,2138.549409
2004-03-31,2998.83,2002.73,94.63,3628.49,3468.03,2411.70,3430.29,485.58,471.58,163.61,4080.45,4348.68,299.94,,156.71,143.31,,26.93,1965.16,273.67,405.61,474.13,183.07,185.27,158.33,238.46,,158.95,158.50,,99.24,176.41,793.8696446,1205.25073,5829.912294,1374.284548,436.906756,2168.728832
2004-04-30,2939.08,1963.64,85.67,3561.28,3281.87,2286.03,3355.61,479.55,467.01,161.04,4051.55,4119.78,281.49,,138.13,132.10,,26.39,1758.89,255.36,370.66,416.42,163.69,164.40,160.47,276.32,,163.67,160.74,,91.87,174.13,794.5047403,1105.121392,5470.178139,1359.689921,332.2166387,2033.528759
2004-05-31,2967.88,1983.02,85.61,3610.83,3197.67,2292.45,3370.14,487.28,475.58,163.68,4122.73,3987.62,268.86,,134.01,130.48,,25.24,1747.50,247.33,363.26,403.44,167.48,161.43,162.28,299.63,,160.29,162.49,,92.50,169.07,794.9814431,1118.633158,5648.18977,1359.621936,344.2211055,2028.270867
2004-06-30,3030.09,2026.59,85.04,3682.93,3329.92,2298.94,3445.35,499.38,482.87,167.61,4179.83,4184.01,265.13,,135.69,131.06,,25.47,1807.02,243.49,375.48,412.05,171.23,162.95,164.57,308.10,,160.53,164.76,,91.46,172.05,795.6175078,1125.886823,5403.733858,1359.359393,329.9832496,2049.710095
2004-07-30,2931.96,1959.34,82.97,3563.48,3186.32,2319.72,3334.01,480.29,470.09,160.92,4065.44,3965.03,255.85,,139.28,128.49,,25.84,1874.05,232.31,356.40,402.98,168.06,155.57,168.36,291.26,,162.58,168.55,,89.71,177.15,796.4131253,1113.370677,5553.214646,1363.141267,358.4589615,2081.087262
2004-08-31,2946.02,1967.04,87.49,3580.96,3228.45,2391.93,3349.49,479.17,471.14,160.44,4068.51,4011.93,267.66,,144.32,133.78,,25.61,1959.13,244.32,365.07,426.61,173.40,166.20,168.44,260.39,,169.95,168.71,,94.65,177.84,797.2891001,1158.457291,5579.371952,1373.207793,376.3260748,2167.767252
2004-09-30,3002.70,1996.46,92.18,3631.36,3216.21,2521.15,3437.52,500.69,490.66,167.67,4231.78,3939.31,279.11,,156.41,141.16,,27.05,2116.23,253.71,385.04,460.53,185.69,179.50,173.21,254.54,,174.07,173.50,,97.10,188.71,798.1661978,1182.351862,5957.898863,1371.901872,372.1384701,2188.340014
2004-10-29,3076.90,2040.65,93.74,3695.68,3311.53,2619.82,3554.95,526.69,509.54,176.46,4384.75,4031.74,281.68,,158.40,144.71,,27.55,2182.80,255.27,404.27,488.26,194.16,190.10,175.31,259.69,,184.44,175.57,,96.27,193.45,799.0441806,1210.513237,6124.024745,1375.95694,399.7766611,2227.002949
2004-11-30,3239.90,2139.06,103.13,3847.68,3500.77,2834.33,3798.78,566.30,546.91,189.46,4707.43,4235.50,308.78,,170.90,157.60,,30.12,2369.22,279.06,420.66,498.75,211.83,194.51,188.02,260.02,,198.60,188.40,,104.43,209.16,800.2427469,1289.734913,6040.963372,1368.039959,432.998325,2173.705869
2004-12-31,3364.56,2220.09,107.80,3979.30,3667.32,2939.85,3965.61,595.50,570.33,198.99,4906.92,4441.56,318.81,,177.33,165.31,,30.38,2561.37,286.78,448.51,528.07,223.95,200.91,196.01,257.15,,206.14,196.48,,107.66,220.49,801.5230553,1239.10121,5809.296656,1371.214222,380.5136795,2231.461016
2005-01-31,3289.44,2169.29,108.24,3877.66,3601.71,2931.18,3893.15,582.67,560.67,194.22,4816.48,4338.88,324.58,,174.72,166.18,,31.56,2516.40,293.10,454.61,539.01,221.23,201.92,209.42,246.36,,204.52,209.74,,104.12,236.36,802.8055723,1194.403112,5856.239839,1370.709204,375.2093802,2311.093604
2005-02-28,3395.13,2230.62,118.69,3967.29,3701.12,3068.23,4062.26,610.23,588.77,203.09,5058.08,4430.18,346.76,,193.12,181.46,,32.30,2845.44,314.34,505.31,616.16,242.81,233.85,239.19,237.16,,218.68,239.67,,109.61,259.09,804.089981,1231.46341,6243.527035,1367.181821,410.3852596,2277.084475
2005-03-31,3330.64,2193.62,110.30,3910.42,3610.69,2958.83,3961.78,595.54,573.67,198.39,4932.26,4338.66,328.26,,180.69,170.82,,30.57,2619.67,296.86,467.57,554.20,223.07,212.78,258.05,227.38,,199.16,258.70,,104.38,253.32,805.7784895,1211.377626,6460.900423,1367.403031,401.3121161,2266.734442
2005-04-29,3260.39,2145.62,107.54,3831.95,3541.61,2955.47,3873.10,572.99,558.39,190.72,4815.04,4251.46,319.03,,176.39,167.28,,30.02,2541.58,289.37,452.07,525.55,218.33,204.01,277.39,246.86,,192.51,278.01,,105.60,255.78,807.4707049,1226.370726,6191.203057,1374.519133,389.7264098,2354.317435
2005-05-31,3320.82,2189.25,111.64,3955.08,3518.07,2955.04,3879.02,580.72,561.16,193.12,4838.96,4218.60,331.03,,185.42,172.68,,30.09,2727.25,298.70,467.10,539.43,218.88,205.85,263.26,250.09,,190.41,263.73,,107.56,256.82,809.4086346,1178.277494,6163.439845,1379.954806,398.1016192,2428.187205
2005-06-30,3351.02,2203.93,115.63,3977.29,3561.95,3099.43,3932.05,590.80,570.31,196.46,4907.61,4228.34,340.29,,194.52,180.13,,30.64,2857.02,305.00,478.55,572.99,227.54,218.14,309.53,248.82,,184.60,310.38,,111.29,281.21,811.2701935,1228.917033,6272.200521,1383.354325,396.4265773,2480.642119
2005-07-29,3468.82,2279.73,123.96,4130.60,3623.51,3212.19,4052.84,619.08,590.16,205.77,5086.80,4295.27,362.56,,206.87,191.55,,32.32,3046.99,325.49,521.92,631.62,247.10,239.99,294.13,258.19,,190.65,294.85,,115.93,285.20,813.217242,1211.377561,6408.814693,1378.174493,398.9391401,2396.878772
2005-08-31,3496.58,2298.39,124.95,4108.38,3804.91,3212.66,4156.42,621.30,599.48,206.00,5163.78,4550.34,351.19,,219.93,194.21,,31.11,3217.22,313.76,562.14,692.19,262.82,266.54,325.17,279.23,,193.24,326.06,,112.53,298.04,815.656975,1227.785791,7023.57832,1387.258868,376.3260748,2480.240059
2005-09-30,3588.41,2354.07,137.29,4156.46,4151.95,3395.57,4342.38,637.94,613.82,211.34,5289.23,4984.47,373.80,,249.03,211.96,,32.00,3722.08,332.72,618.62,774.66,290.45,300.34,352.07,302.89,,195.62,352.82,,115.65,320.27,818.0222987,1321.142202,7299.64428,1383.10375,420.4355109,2390.681567
2005-10-31,3502.06,2300.39,128.48,4073.62,4051.04,3192.86,4215.85,613.03,591.33,203.46,5123.14,4902.96,348.23,,228.81,199.00,,30.97,3526.26,311.17,583.64,710.45,270.40,273.67,356.62,322.33,,195.58,357.43,,107.03,313.94,820.2309589,1312.655581,6733.68315,1381.969743,433.5566723,2337.180504
2005-11-30,3620.66,2380.73,139.39,4241.62,4216.32,3304.97,4320.10,627.49,600.42,208.51,5210.85,5107.81,378.39,,248.30,213.98,,31.33,3812.86,337.70,628.81,769.15,291.09,289.65,352.13,308.06,,198.42,353.05,,113.92,325.12,822.7736749,1389.038747,6725.420921,1387.352101,458.4031267,2353.325513
2005-12-30,3701.80,2429.61,147.98,4255.25,4511.07,3376.12,4521.41,652.53,622.48,216.75,5394.29,5514.60,406.47,,256.17,225.94,,32.87,3852.77,361.90,651.21,798.29,310.74,301.01,338.60,308.21,,211.06,339.68,,118.72,329.70,825.4064684,1459.197844,7000.122083,1392.196179,493.0206588,2423.539333
2006-01-31,3867.81,2531.85,166.91,4387.52,4752.90,3592.03,4799.33,699.33,663.43,231.76,5747.29,5794.92,438.27,,300.82,249.47,,35.48,4521.63,390.31,723.00,915.20,352.92,345.33,335.40,316.77,,229.31,336.37,,126.34,356.55,828.295391,1604.042637,7113.178255,1394.625562,553.3221664,2391.101713
2006-02-28,3863.68,2526.00,163.96,4386.46,4715.30,3569.61,4789.50,706.07,665.11,233.46,5752.41,5755.50,437.37,,310.81,248.08,,35.73,4563.45,387.82,745.35,959.99,350.44,361.03,315.63,312.51,,247.33,316.33,,127.11,348.57,831.1115953,1586.219478,6642.108736,1395.100013,541.3176996,2417.623096
2006-03-31,3950.38,2577.75,164.85,4443.52,4817.52,3601.28,4949.71,737.38,691.33,243.69,5978.67,5898.48,445.73,,314.33,248.96,,36.87,4457.14,391.30,729.38,936.10,355.56,360.71,305.78,314.72,,259.44,306.39,,128.79,341.03,834.1867082,1643.648078,6609.131331,1397.530696,656.3372418,2307.188974
2006-04-28,4072.43,2644.58,175.29,4512.36,5015.45,3892.24,5189.76,769.34,726.47,254.04,6290.60,6085.73,476.92,,338.57,266.01,,39.65,4812.71,420.86,795.60,1033.84,379.61,402.42,301.00,324.68,,284.41,301.70,,138.31,356.03,837.1897804,1841.39505,7047.229497,1400.6184,701.0050251,2243.683136
2006-05-31,3936.96,2561.31,158.63,4379.83,4707.77,3663.84,4994.46,749.27,707.63,247.76,6127.94,5705.88,440.08,,298.80,239.30,,36.89,4144.28,392.22,701.81,896.79,329.42,361.05,282.78,344.48,,274.56,283.28,,130.05,311.86,840.7896964,1817.065249,7099.046366,1402.959814,733.1099944,2239.467704
2006-06-30,3937.43,2561.65,160.18,4379.47,4676.53,3690.80,4996.29,750.52,711.03,248.34,6150.84,5653.51,436.90,,308.96,238.83,,35.88,4320.57,388.00,691.78,900.87,321.83,366.30,276.01,353.08,,262.28,276.46,,130.01,302.96,844.1528552,1732.195401,6960.089633,1406.272623,597.4316025,2265.815266
2006-07-31,3962.86,2573.62,160.81,4394.02,4670.76,3735.34,5046.33,757.15,721.28,250.61,6245.64,5631.50,436.46,,314.53,242.07,,37.55,4448.34,387.42,726.72,953.54,333.45,386.76,274.07,391.66,,276.68,274.52,,129.38,314.63,847.5294666,1786.795239,7258.376802,1415.623492,638.7493021,2314.840258
2006-08-31,4067.75,2637.91,163.55,4505.25,4760.88,3856.52,5186.45,786.42,744.54,260.24,6444.16,5726.61,451.94,,324.48,248.80,,38.67,4492.29,398.33,745.30,974.27,340.01,393.28,294.06,469.40,,284.96,294.64,,133.51,330.55,851.0890904,1762.183028,7092.662253,1426.265725,703.5175879,2385.585248
2006-09-29,4117.43,2668.45,162.65,4602.25,4699.84,3845.47,5195.48,799.22,751.06,264.27,6499.66,5651.96,470.04,,323.38,250.32,,39.70,4528.12,412.11,711.28,921.11,323.75,371.43,296.09,454.32,,300.47,296.63,,137.58,334.41,854.5785557,1682.406007,6625.015369,1432.521041,644.8911223,2431.265389
2006-10-31,4269.39,2761.88,168.91,4763.75,4842.20,4110.21,5398.02,830.31,784.69,274.12,6779.07,5762.79,483.05,,342.94,261.66,,41.72,4882.92,421.13,745.61,968.92,344.68,386.84,309.43,461.95,,326.95,310.00,,141.62,354.95,858.0823278,1704.188117,6900.663709,1438.493795,674.4835288,2451.821981
2006-11-30,4376.15,2822.92,182.13,4861.21,4927.67,4307.04,5560.83,865.52,812.98,285.46,7021.94,5835.16,522.09,100.00,372.72,279.36,,45.24,5166.07,456.93,802.80,1053.34,370.24,427.63,288.18,428.13,,355.88,288.25,,154.66,352.49,861.6862735,1821.591682,7342.648459,1445.444597,763.8190955,2508.360996
